序号,书名,评分,价格,出版社,url
52640,银河帝国：机器人五部曲,9.6 ,218.00元,江苏凤凰文艺出版社,https://book.douban.com/subject/26389897/
52641,银河帝国：基地七部曲,9.6 ,328.00元,江苏凤凰文艺出版社,https://book.douban.com/subject/26389895/
52699,机器猫哆啦A梦11,9.6 ,8.00元,吉林美术出版社,https://book.douban.com/subject/1595918/
52865,哈利.波特电影魔法书,9.6 ,198.00元,人民邮电出版社,https://book.douban.com/subject/25697249/
52959,血界戦線2-世界と世界のゲーム-,9.6 ,JPY460,集英社,https://book.douban.com/subject/5397288/
52979,チェーザレ（2）,9.6 ,743円(税込780円),講談社,https://book.douban.com/subject/3631263/
52980,チェーザレ（3）,9.6 ,743円(税込780円),講談社,https://book.douban.com/subject/3631269/
52981,チェーザレ（4）,9.6 ,743円(税込780円),講談社,https://book.douban.com/subject/3631273/
52983,チェーザレ（6）,9.6 ,743円(税込780円),講談社,https://book.douban.com/subject/3631286/
53099,月刊少女野崎同學04,9.6 ,NT$140,青文出版社,https://book.douban.com/subject/26279952/
53157,机器猫哆啦A梦16,9.6 ,8.00元,吉林美术出版社,https://book.douban.com/subject/1595922/
53158,机器猫哆啦A梦4,9.6 ,8.00元,吉林美术出版社,https://book.douban.com/subject/1227222/
53159,机器猫哆啦A梦26,9.6 ,8.00元,吉林美术出版社,https://book.douban.com/subject/1595926/
53194,銀魂26,9.6 ,95元,东立出版社,https://book.douban.com/subject/3545602/
53199,銀魂17,9.6 ,90(元),东立出版社,https://book.douban.com/subject/3137603/
53202,銀魂18,9.6 ,90(元),东立出版社,https://book.douban.com/subject/3137604/
53211,五代宋元山水名画,9.6 ,98.00元,西泠印社出版社,https://book.douban.com/subject/1914201/
53382,NANA(21),9.6 ,420日元,集英社,https://book.douban.com/subject/3646089/
53412,怀素《自叙帖》,9.6 ,48.00元,上海书画出版社,https://book.douban.com/subject/2272874/
53850,傀儡馬戲團22,9.6 ,80元,青文,https://book.douban.com/subject/3118540/
53875,男子高校生的日常06,9.6 ,NT$95,东立出版社,https://book.douban.com/subject/10733674/
53929,ちはやふる10,9.6 ,JPY440,講談社,https://book.douban.com/subject/4953600/
53952,花牌情緣19,9.6 ,NT100,东立出版社,https://book.douban.com/subject/20388773/
53958,撒哈拉歲月,9.6 ,新台幣320元/港幣107元,皇冠文化出版有限公司,https://book.douban.com/subject/5976294/
53972,銀魂28,9.6 ,95元,东立出版社,https://book.douban.com/subject/3830165/
53973,銀魂24,9.6 ,95元,东立出版社,https://book.douban.com/subject/3214294/
53974,銀魂23,9.6 ,90(元),东立出版社,https://book.douban.com/subject/3137611/
53977,銀魂21,9.6 ,90(元),东立出版社,https://book.douban.com/subject/3137609/
53997,ImagineaDay,9.6 ,USD18.99,AtheneumBooksforYoungReaders,https://book.douban.com/subject/1346187/
54001,世界文学名著连环画（亚非部分全五册）,9.6 ,60.00元,浙江人民美术出版社,https://book.douban.com/subject/3922847/
54003,罗大里童话,9.6 ,3.85,湖南少儿出版社,https://book.douban.com/subject/1963663/
54106,王羲之《兰亭序》,9.6 ,30.00元,上海书画出版社,https://book.douban.com/subject/2188079/
54142,宇宙兄弟(20),9.6 ,JPY600,講談社,https://book.douban.com/subject/20501268/
54275,H2和你在一起的日子14,9.6 ,85元,青文,https://book.douban.com/subject/3127581/
54277,H2和你在一起的日子16,9.6 ,85元,青文,https://book.douban.com/subject/3127584/
54278,H2和你在一起的日子09,9.6 ,85元,青文,https://book.douban.com/subject/3127573/
54280,H2和你在一起的日子25,9.6 ,85元,青文,https://book.douban.com/subject/3127598/
54281,H2和你在一起的日子10,9.6 ,85元,青文,https://book.douban.com/subject/3127574/
54282,H2和你在一起的日子11,9.6 ,85元,青文,https://book.douban.com/subject/3127576/
54425,ばらかもん7,9.6 ,JPY600,スクウェア・エニックス,https://book.douban.com/subject/24283390/
54465,ちはやふる9,9.6 ,JPY440,講談社,https://book.douban.com/subject/4844783/
54494,草间偷活,9.6 ,198.00元,广西美术出版社,https://book.douban.com/subject/6810402/
54500,世界文学名著连环画:欧美卷(共10册),9.6 ,280.00元,浙江人民美术出版社,https://book.douban.com/subject/20562647/
54528,7SEEDS~幻海奇情~(16),9.6 ,95元,东立出版社,https://book.douban.com/subject/4269067/
54660,H2和你在一起的日子15,9.6 ,85元,青文,https://book.douban.com/subject/3127582/
54661,H2和你在一起的日子13,9.6 ,85元,青文,https://book.douban.com/subject/3127579/
54662,H2和你在一起的日子17,9.6 ,85元,青文,https://book.douban.com/subject/3127585/
54663,H2和你在一起的日子20,9.6 ,85元,青文,https://book.douban.com/subject/3127590/
54664,H2和你在一起的日子12,9.6 ,85元,青文,https://book.douban.com/subject/3127577/
54665,H2和你在一起的日子19,9.6 ,85元,青文,https://book.douban.com/subject/3127589/
54666,H2和你在一起的日子33,9.6 ,85元,青文,https://book.douban.com/subject/3127613/
54667,H2和你在一起的日子22,9.6 ,85元,青文,https://book.douban.com/subject/3127593/
54668,H2和你在一起的日子30,9.6 ,85元,青文,https://book.douban.com/subject/3127604/
54669,H2和你在一起的日子24,9.6 ,85元,青文,https://book.douban.com/subject/3127596/
54670,H2和你在一起的日子06,9.6 ,85元,青文,https://book.douban.com/subject/3127567/
54671,H2和你在一起的日子05,9.6 ,85元,青文,https://book.douban.com/subject/3127566/
54672,H2和你在一起的日子03,9.6 ,85元,青文,https://book.douban.com/subject/3127563/
54673,H2和你在一起的日子08,9.6 ,85元,青文,https://book.douban.com/subject/3127572/
54675,H2和你在一起的日子31,9.6 ,85元,青文,https://book.douban.com/subject/3127606/
54676,H2和你在一起的日子07,9.6 ,85元,青文,https://book.douban.com/subject/3127570/
54733,ドロヘドロ10,9.6 ,900円（税込）,小学館,https://book.douban.com/subject/3073956/
54782,ちはやふる6,9.6 ,JPY440,講談社,https://book.douban.com/subject/4124915/
54783,ちはやふる5,9.6 ,JPY440,講談社,https://book.douban.com/subject/4124914/
54785,ちはやふる(7),9.6 ,JPY440,講談社,https://book.douban.com/subject/4255285/
54786,ちはやふる（17）,9.6 ,JPY440,講談社,https://book.douban.com/subject/10755041/
54929,H2和你在一起的日子23,9.6 ,85元,青文,https://book.douban.com/subject/3127594/
54930,H2和你在一起的日子32,9.6 ,85元,青文,https://book.douban.com/subject/3127607/
54952,ドロヘドロ8,9.6 ,900円（税込）,小学館,https://book.douban.com/subject/3073952/
54955,ドロヘドロ6,9.6 ,900円（税込）,小学館,https://book.douban.com/subject/3073947/
54998,日常5,9.6 ,NT110/HK35,台灣國際角川書店,https://book.douban.com/subject/5254384/
54999,日常06,9.6 ,NT$120,台灣角川,https://book.douban.com/subject/10505459/
55000,日常07,9.6 ,NT$120,台灣角川,https://book.douban.com/subject/10494191/
55096,ゴールデン・デイズ8,9.6 ,410,白泉社,https://book.douban.com/subject/3674068/
55099,ドロヘドロ3,9.6 ,900円（税込）,小学館,https://book.douban.com/subject/3073940/
55117,ちはやふる22,9.6 ,JPY450,講談社,https://book.douban.com/subject/25163399/
55118,ちはやふる23,9.6 ,JPY450,講談社,https://book.douban.com/subject/25775364/
6,深入理解计算机系统,9.5 ,85.00元,中国电力出版社,https://book.douban.com/subject/1230413/
10,计算机程序的构造和解释,9.5 ,45.00元,机械工业出版社,https://book.douban.com/subject/1148282/
30,具体数学（英文版第2版）,9.5 ,49.00元,机械工业出版社,https://book.douban.com/subject/1231910/
69,UNIX网络编程卷2,9.5 ,89.00元,人民邮电出版社,https://book.douban.com/subject/4118577/
75,EffectiveC++,9.5 ,58.00元,电子工业出版社,https://book.douban.com/subject/1842426/
81,算法导论,9.5 ,68.00元,高等教育出版社,https://book.douban.com/subject/1152912/
137,UNIX环境高级编程（第3版）,9.5 ,128.00元,人民邮电出版社,https://book.douban.com/subject/25900403/
138,EffectiveC++,9.5 ,65.00元,电子工业出版社,https://book.douban.com/subject/5387403/
196,UNIX环境高级编程,9.5 ,49.00元,机械工业出版社,https://book.douban.com/subject/1099251/
299,UNIX环境高级编程,9.5 ,99.00元,人民邮电出版社,https://book.douban.com/subject/1692629/
323,计算机体系结构,9.5 ,78.00元,机械工业出版社,https://book.douban.com/subject/1954037/
328,C++程序设计语言（特别版）（英文影印版）,9.5 ,55,高等教育出版社,https://book.douban.com/subject/1231576/
341,UNIX编程艺术,9.5 ,52,人民邮电出版社,https://book.douban.com/subject/1909192/
344,计算机程序设计艺术（第1卷）,9.5 ,98.00元,国防工业出版社,https://book.douban.com/subject/1231933/
347,具体数学,9.5 ,99.00元,人民邮电出版社,https://book.douban.com/subject/21323941/
368,"GrowingObject-OrientedSoftware,GuidedbyTests",9.5 ,USD59.99,Addison-WesleyProfessional,https://book.douban.com/subject/4156589/
522,TheLinuxProgrammingInterface,9.5 ,$99.95 ,NoStarchPress,https://book.douban.com/subject/4292217/
722,FluentPython,9.5 ,USD39.99,O'ReillyMedia,https://book.douban.com/subject/26278021/
757,Ruby元编程,9.5 ,56.00元,华中科技大学出版社,https://book.douban.com/subject/7056800/
796,LearningFromData,9.5 ,USD48.00,AMLBook,https://book.douban.com/subject/11026330/
797,AnIntroductiontoStatisticalLearning,9.5 ,USD79.99,Springer,https://book.douban.com/subject/21706191/
823,费恩曼物理学讲义（第1卷）,9.5 ,85.00元,上海科学技术出版社,https://book.douban.com/subject/1437852/
995,TheAWKProgrammingLanguage,9.5 ,USD148.20,Pearson,https://book.douban.com/subject/1876898/
1125,初等概率论（第4版）,9.5 ,45.00元,世界图书出版公司,https://book.douban.com/subject/4619399/
1129,ComputersandIntractability,9.5 ,$97.17 ,W.H.Freeman,https://book.douban.com/subject/2330824/
1131,ComputationalComplexity,9.5 ,$55.00 ,CambridgeUniversityPress,https://book.douban.com/subject/3895531/
1133,复分析,9.5 ,79.00元,人民邮电出版社,https://book.douban.com/subject/2012451/
1151,数学分析习题课讲义（下册）,9.5 ,33.90元,高等教育,https://book.douban.com/subject/1160359/
1152,数学分析习题课讲义（上册）,9.5 ,35.50元,高等教育出版社,https://book.douban.com/subject/1230275/
1160,CondensedMatterFieldTheory,9.5 ,USD85.00,CambridgeUniversityPress,https://book.douban.com/subject/2225199/
1297,HighPerformanceBrowserNetworking,9.5 ,USD29.99,O'ReillyMedia,https://book.douban.com/subject/21866396/
1300,"IntroductiontoAlgorithms,3rdEdition",9.5 ,USD94.00,TheMITPress,https://book.douban.com/subject/3904676/
1433,费恩曼物理学讲义（第2卷）,9.5 ,85.00元,上海科学技术出版公司,https://book.douban.com/subject/1684863/
1438,力学,9.5 ,35.00元,高等教育出版社,https://book.douban.com/subject/2059252/
1482,经济解释（二〇一四合订本）,9.5 ,CNY168.00,中信出版社,https://book.douban.com/subject/26256753/
1683,CLRviaC#,9.5 ,99.00元,清华大学出版社,https://book.douban.com/subject/4924165/
1732,"CLRviaC#,SecondEdition(ProDeveloper)",9.5 ,USD59.99,MicrosoftPress,https://book.douban.com/subject/1547071/
1874,怎样解题,9.5 ,59.00元,人民邮电出版社,https://book.douban.com/subject/4888398/
1897,代数学基础,9.5 ,48.00元,科学,https://book.douban.com/subject/1734216/
1927,代数(英文版),9.5 ,59.00元,机械工业出版社,https://book.douban.com/subject/1230400/
1954,FourierAnalysis,9.5 ,USD90.00,PrincetonUniversityPress,https://book.douban.com/subject/1753109/
1965,数学分析原理,9.5 ,35.00元,机械工业出版社,https://book.douban.com/subject/1230095/
1971,统计力学,9.5 ,56.00元,上海科技出版发行有限公司,https://book.douban.com/subject/1956816/
2310,富爸爸窮爸爸,9.5 ,100.00元,高寶國際,https://book.douban.com/subject/3812249/
2391,高等数学引论（第一册）,9.5 ,49.00元,高等教育出版社,https://book.douban.com/subject/3515083/
2504,微观经济理论,9.5 ,89.00元,上海财经大学出版社,https://book.douban.com/subject/1264648/
2665,红楼梦,9.5 ,59.70元,人民文学出版社,https://book.douban.com/subject/1007305/
2767,史记（全十册）,9.5 ,125,中华书局,https://book.douban.com/subject/1077847/
3069,RecursiveMethodsinEconomicDynamics,9.5 ,USD77.00,HarvardUniversityPress,https://book.douban.com/subject/1759703/
3116,RealAnalysis,9.5 ,USD95.00,PrincetonUniversityPress,https://book.douban.com/subject/1890724/
3237,我的第一次恐龙大发现儿童地图绘本,9.5 ,55,光明日报出版社,https://book.douban.com/subject/25986642/
3245,人心：善恶天性,9.5 ,58.00元,世界图书出版公司,https://book.douban.com/subject/26381874/
3310,物理学的概念与文化素养,9.5 ,53.00元,高等教育出版社,https://book.douban.com/subject/3119865/
3844,思虑20世纪,9.5 ,68.00元,三辉图书/中信出版社,https://book.douban.com/subject/26667007/
3953,IntroductiontoModernEconomicGrowth,9.5 ,USD110.00,PrincetonUniversityPress,https://book.douban.com/subject/3298715/
4145,EvolutionaryDynamics,9.5 ,USD51.50,BelknapPress,https://book.douban.com/subject/1962085/
4391,金明馆丛稿二编,9.5 ,40.00元,生活·读书·新知三联书店,https://book.douban.com/subject/1057881/
4624,PythonCookbook,9.5 ,USD49.99,O'ReillyMedia,https://book.douban.com/subject/20491078/
4672,RealAnalysis,9.5 ,USD179.00,Wiley,https://book.douban.com/subject/2856363/
4796,NotesOnTheTheoryOfChoice,9.5 ,USD48.00,WestviewPress,https://book.douban.com/subject/2240198/
4818,Metaphysics,9.5 ,USD36.95,Routledge,https://book.douban.com/subject/2555818/
4821,Finite-DimensionalVectorSpaces,9.5 ,GBP39.99,Springer,https://book.douban.com/subject/1919857/
4823,"MathematicalAnalysis,SecondEdition",9.5 ,USD103.00,Pearson,https://book.douban.com/subject/1875756/
4892,PrinciplesofMathematicalAnalysis,9.5 ,$142.95 ,McGraw-HillScience/Engineering/Math,https://book.douban.com/subject/1652002/
4904,MathematicalPhysics,9.5 ,USD99.00,Springer,https://book.douban.com/subject/1981193/
5048,南美洲,9.5 ,68.00元,中国大百科全书出版社,https://book.douban.com/subject/25981904/
5171,心理治療實戰錄,9.5 ,NT$320,張老師文化,https://book.douban.com/subject/1763249/
5239,心理学,9.5 ,92.00元,机械工业出版社,https://book.douban.com/subject/5917265/
5244,神经科学,9.5 ,220.00元,高等教育出版社,https://book.douban.com/subject/1509898/
5357,SecurityAnalysis,9.5 ,585.00元,McGraw-Hill,https://book.douban.com/subject/1467542/
5402,"IntroductiontoLinearAlgebra,ThirdEdition",9.5 ,USD82.50,WellesleyCambridgePr,https://book.douban.com/subject/1781318/
5403,"IntroductiontoLinearAlgebra,FourthEdition",9.5 ,USD87.50,WellesleyCambridgePress,https://book.douban.com/subject/3582335/
5479,工厂物理学,9.5 ,66.00元,清华大学出版社,https://book.douban.com/subject/1508015/
5541,InSearchofMemory,9.5 ,USD19.95,W.W.Norton&Company,https://book.douban.com/subject/2872398/
5567,靈性成長,9.5 ,NT$320,生命潛能,https://book.douban.com/subject/3388249/
5759,中学奥林匹克竞赛物理教程.力学篇,9.5 ,29.00元,中国科学技术大学出版社,https://book.douban.com/subject/1614418/
5939,魔戒（插图本）,9.5 ,139元,世纪文景/上海人民出版社,https://book.douban.com/subject/25869080/
6130,Macroeconomics,9.5 ,$246.62 ,WorthPublishers,https://book.douban.com/subject/3886575/
6282,CarloScarpa,9.5 ,USD60.00,Rizzoli,https://book.douban.com/subject/1453111/
6312,LouisI.Kahn,9.5 ,USD165.00,Birkhauser,https://book.douban.com/subject/1464241/
6325,StructureasSpace,9.5 ,USD80.00,ArchitecturalAssociation,https://book.douban.com/subject/2655389/
6342,勒·柯布西耶全集,9.5 ,45.00元,中国建筑工业出版社,https://book.douban.com/subject/1682639/
6344,勒·柯布西耶全集,9.5 ,48.00元,中国建筑工业出版社,https://book.douban.com/subject/1679164/
6610,意匠文字(全二册),9.5 ,300,中国青年出版社,https://book.douban.com/subject/1393411/
6826,唐仆尚丞郎表,9.5 ,88.00元,上海古籍,https://book.douban.com/subject/2156251/
6829,目录学发微古书通例,9.5 ,22,中华书局,https://book.douban.com/subject/2371898/
7040,马克思恩格斯选集（第四卷）,9.5 ,45.00元,人民出版社,https://book.douban.com/subject/1265806/
